id_inv,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,Ta,W,Au,Hg,Tl,Pb,Th
CLP138_34,17.290876365074137,3.0317489542701437,63.36866822901738,1.0197859735192847,0.5107791733474017,3.704075016321201,0.8170551093824702,1.4562602897209145,0.00013985522475672032,0.15078647063783482,0.00012341862567112326,0.00012091683262055469,0.07026713131472122,8.357703604008742,0.03296526926071902,0.03427838620040338,9.89392192889932e-06,0.1054917286164788,9.01738540931739e-06,8.656466513752392e-06,8.391649487384696e-06,7.961392953031317e-06,7.868431654157943e-06,7.3561936969840905e-06,7.175521146928056e-06,7.071729274670283e-06,6.892036776438615e-06,6.767261133767853e-06,0.0046523252282920655,6.220630878538006e-06,5.90790418054723e-06,0.01428006405133959,5.59303949696948e-06,5.475693806774397e-06,0.011651774562938587,0.014871149713651841,4.927266166879595e-06,4.578263290495214e-06,3.4745847585706183e-06,0.003283128787957369,3.192018738735803e-06,3.134349483492877e-06,3.076181301252238e-06,3.0343588942752716e-06,2.7095525857567995e-06
139 CLP,12.579904057450165,1.695765711650445,64.77672039976973,1.0524143155419479,0.7172968076396339,4.8126819502776526,0.00016496593053448407,1.2948599271942656,0.00014347320547296758,0.02290664658003079,0.0001266114002598496,0.03374020930367979,0.12327223141794605,12.789493337931738,0.03162919193217327,0.023406802920006402,1.0149872457805774e-05,0.011739533745678094,9.250660401929434e-06,8.880404725371414e-06,8.608737022553132e-06,8.167349979153434e-06,8.07198382063133e-06,7.546494538350328e-06,7.361148084954643e-06,7.254671171841336e-06,7.070330123692514e-06,6.942326601120765e-06,0.003831586902200351,6.381555310217926e-06,6.060738537903832e-06,0.015247419788718625,5.737728471446085e-06,5.617347110291987e-06,0.014506837951258934,5.2971730880726505e-06,5.0547319373332755e-06,4.6967005410715e-06,3.5644704290941364e-06,3.5083974934928515e-06,3.2745945757324907e-06,3.2154334473489497e-06,3.155760484990071e-06,3.112856154458136e-06,2.7796472784790677e-06
CLP141_3,0.0,5.526372743940368,61.73899786543008,3.0699950515757997,1.7833660737065993,6.670943122139388,1.2866640292603349,3.047664387459767,0.0001471052877103929,0.08026869616731849,0.0001298166190770035,0.08114411526569763,0.25122097095318774,16.347410321437593,0.045783385018248704,0.040111599039261474,1.0406820585120563e-05,0.013553959009005438,9.484844612281045e-06,9.105215763487145e-06,8.826670682871138e-06,8.374109747908362e-06,8.276329356503698e-06,7.737537100459486e-06,7.547498526615742e-06,7.438326107372632e-06,7.249318391016304e-06,7.118074407487904e-06,6.892254516957492e-06,6.543106964500557e-06,6.214168585811608e-06,0.016062566940737075,5.88298138885048e-06,5.7595525248394995e-06,5.5708181358105575e-06,5.431273167723977e-06,5.182694521176108e-06,4.81559941527938e-06,3.6547064399831512e-06,3.5972139953332864e-06,3.3574922621268204e-06,3.296833445845113e-06,3.2356498383039257e-06,3.191659367287989e-06,2.850015173816665e-06
CLP142_6,21.343134362875585,0.0,64.00857403956749,0.6825064715732666,0.4349554683779018,3.03487274219872,0.00016053785009407482,1.1020809488691337,0.00013962204121851046,0.0221606492540436,0.00012321284721797607,0.034524554481339856,0.1085382325499514,9.094231251323306,0.01757346414388191,0.05454009030240148,9.877425586155126e-06,0.011616423561033259,9.002350534225632e-06,8.642033406275833e-06,8.37765791486898e-06,7.94811875622461e-06,7.855312453667072e-06,7.343928561541322e-06,7.163557250602758e-06,7.059938432702109e-06,6.880545539527029e-06,6.75597793789221e-06,6.541645505969919e-06,6.2102590907075665e-06,5.8980538084741e-06,0.016467428785393375,0.010441545377026372,5.466564068087561e-06,0.011156478561944124,0.012062663222214881,4.919050833054966e-06,4.570629856458044e-06,3.4687915108087056e-06,3.414223707015958e-06,3.186696619202368e-06,3.129123517113583e-06,3.071052319898493e-06,3.0292996442944675e-06,2.705034892120315e-06
CLP143_7,14.994198191964788,2.8554191457077707,63.851810237046934,1.0949545529351954,0.6278342330993117,3.290057949145648,0.0001636676986933402,1.5711099377653626,0.0001423441148595755,0.03957063501618267,0.00012561500693950408,0.043566316792894154,0.06045218893557901,11.417621950479436,0.040066862423701624,0.0408848564789171,1.0069996039895849e-05,0.0223155424876229,9.177860510179162e-06,8.810518633501605e-06,8.54098887311099e-06,8.103075411875519e-06,8.008459756097588e-06,7.487105915093621e-06,7.303218082072833e-06,7.197579109972573e-06,7.014688769964281e-06,6.887692596293259e-06,0.0037347416599967076,6.331334405374707e-06,6.013042363758894e-06,0.01483081099935156,5.692574288559141e-06,5.573140292207121e-06,0.014338768391999405,0.016659890437527698,5.014952730025248e-06,4.65973893226548e-06,3.536419127877742e-06,3.480787469273399e-06,3.2488245095662275e-06,3.190128961320213e-06,3.1309256070770146e-06,3.0883589206140036e-06,2.7577722974306865e-06
CLP145_10,13.596596665452292,0.0,67.34321180470148,1.0046203791652646,0.3776174957931013,3.467629935629456,0.0001658763581895168,1.5353509754094639,0.00014426501729493336,0.04633710860410837,0.00012731015375316496,0.0457757178218555,0.06835098111678381,12.347699327290593,0.04192812681859248,0.06044217057083587,1.0205888415468682e-05,0.02936201315904166,9.301713713543206e-06,8.929414639258887e-06,8.656247634197871e-06,8.212424627386925e-06,8.116532154202204e-06,7.588142758100962e-06,7.401773399330894e-06,7.294708852601319e-06,7.109350447791951e-06,6.980640488766849e-06,0.004528651048640748,6.416774366769298e-06,6.0941870442527055e-06,0.0158125588979665,5.76939432305889e-06,5.6483485912678364e-06,0.014149838832414082,5.326407566108516e-06,5.082628411045243e-06,4.722621081428801e-06,3.5841423240343793e-06,3.527759928466998e-06,3.292666679779114e-06,3.233179048055102e-06,3.173176757603973e-06,3.130035643095429e-06,2.794987826344706e-06
CLP146_12,14.755032081258504,3.964909317397786,60.01673191530219,1.3077325078237214,0.8669237208631155,4.097542982900051,0.8206251016824302,2.0996989946442475,0.00014169332337468236,0.052297837287847086,0.0001250407002534028,0.0537801456201166,0.1187283685748345,11.73121966087586,0.03447938590240648,0.028759872358915778,1.002395642890008e-05,0.019388113293200678,9.135899706422336e-06,8.770237301815841e-06,8.501939820491772e-06,8.066028481732339e-06,7.971845404871903e-06,7.452875172355554e-06,7.269828067003932e-06,7.164672071973595e-06,6.982617899137119e-06,6.856202346790136e-06,0.0034521189611262104,6.302387802818685e-06,5.985550979429473e-06,0.014763005136622643,5.666548071193073e-06,5.54766012219896e-06,0.013521990437046827,5.231458075155096e-06,4.992024570774957e-06,4.6384347960043156e-06,3.5202507639260147e-06,3.464873450994803e-06,3.2339710164743378e-06,3.1755438218798766e-06,3.1166111429565297e-06,3.0742390696471263e-06,2.7451638750156633e-06
CLP148_3,0.0,5.410137731286147,63.648521828866365,3.06591521194382,1.8751941752223797,9.062360816961911,0.9229610417279446,2.6179275791896788,0.00014411351630696796,0.07850087561025867,0.00012717645804208208,0.06578800312151137,0.09504842257121253,13.093906973550624,0.00010993200966486935,0.03145873597857031,1.019517062534187e-05,0.025862964756444073,9.291945449248807e-06,8.920037347624597e-06,8.647157210939037e-06,8.203800288181413e-06,8.108008517195315e-06,7.580174013174222e-06,7.394000371581539e-06,7.2870482594872605e-06,7.1018845101944056e-06,6.973309716896373e-06,0.00587431174492379,6.410035743128273e-06,6.0877871881035e-06,6.0060658634439735e-06,5.763335550417436e-06,5.642416935707843e-06,5.457520954915125e-06,5.320813999326334e-06,5.077290850767825e-06,4.717661585543808e-06,3.5803784101397887e-06,3.5240552249672244e-06,3.2892088612144963e-06,3.229783700872299e-06,3.1698444222757e-06,3.1267486127315373e-06,2.7920526489539405e-06
CLP153_M8-4,0.0,8.247188077209591,15.052647393425628,2.6725445576942835,18.457652796014276,12.539414575407964,6.809759966269328,21.193330853635242,0.0001285972133178297,1.629361658218995,0.00011348372118689949,0.00011118331649940443,0.00010522930803274661,12.300999392305261,9.80959347853161e-05,9.849705628785433e-05,9.097484853024635e-06,0.05066630875275066,8.291507428973271e-06,7.959641642163065e-06,7.716141753694554e-06,7.320519842351032e-06,7.235041705925904e-06,0.0724428435573191,0.34744587946001104,6.502471964437759e-06,0.060457310459601565,6.222512781416737e-06,0.07675983075843319,5.719884955677287e-06,5.432332009681483e-06,0.09127074197323827,5.142813180830197e-06,5.0349135383234925e-06,4.869924795470503e-06,4.747936699000521e-06,4.530633013090153e-06,0.24382721607171184,3.1948889872797895e-06,3.144629963393731e-06,0.11320560581105166,0.04026212448980576,2.8285560563760358e-06,2.7901002532350548e-06,2.4914400764973986e-06
CLP154_1,0.0,5.150685699168894,6.827434622646996,1.0856091904562999,24.15155766532822,9.834549941925593,6.3940436878150235,23.967091017064355,0.0001316179575872564,1.148098491896641,0.00011614945002817147,0.00011379500891097605,0.00010770114098320125,20.000862845214773,0.00010040020503512653,0.07570887240019539,9.311184470045497e-06,0.42335866251822657,8.486274663074038e-06,8.146613359954718e-06,0.04785820562319582,7.4924786102937925e-06,7.40499259528323e-06,0.051437330527425315,0.33055413674874873,6.655214814900131e-06,0.033273723475740064,6.368679399968905e-06,0.07498626893731626,5.854244863297825e-06,5.559937308151767e-06,0.07410642653785864,5.263617691627252e-06,5.1531834901019956e-06,0.06659050407325169,4.85946557435538e-06,4.637057432080808e-06,0.1546360241022502,3.2699368234714455e-06,3.2184972167836773e-06,0.09093148945836023,0.01595809830143225,2.894998744188661e-06,2.8556396155092236e-06,0.026953118646451064
CLP155_2,12.328548206447786,2.39397984412809,65.81083042772038,1.0317234764167103,0.5930016046062039,4.592449066497487,0.00016435677287014402,1.5860621981475076,0.00014294341242746954,0.0339645964805869,0.0001261438715731006,0.029413666881127395,0.13907566883850567,11.336930385792899,0.02518810980963742,0.04872096147796529,1.0112392763788265e-05,0.016315685279020557,9.216501162710858e-06,8.847612702295046e-06,8.576948166996198e-06,8.137191001350991e-06,8.042176994489503e-06,7.518628148168779e-06,7.3339661101083005e-06,7.2278823765290215e-06,7.044222031128752e-06,6.9166911778323165e-06,0.004621109497568583,6.357990606190652e-06,6.0383584905815555e-06,0.014952824725821375,5.716541179846182e-06,5.596604342167647e-06,0.013641288169746245,5.277612603216896e-06,5.0360666972389435e-06,4.679357377410773e-06,3.5513081690192163e-06,3.495442289859058e-06,3.2625027190869957e-06,3.2035600506889133e-06,3.1441074383274983e-06,3.1013615374888475e-06,2.7693830776324965e-06
CLP156_4,16.677132120237786,2.088996208361932,64.41198174569467,1.127516234488962,0.6516064431001825,4.098537863337456,0.00016105925662575457,1.4673528739571955,0.00014007551586150046,0.027100121837676752,0.00012361302688456975,0.02870242848077235,0.36392435180354515,8.948764287889,0.028743123638436185,0.02574928450978653,9.909506208972637e-06,0.04950606814308089,9.03158902450232e-06,8.670101632319637e-06,8.404867482920574e-06,7.973933235686205e-06,7.880825510054256e-06,7.367780708047167e-06,7.186823574017066e-06,7.082868215366514e-06,6.902892676876428e-06,6.777920495504868e-06,0.003806477324670324,6.230429222869054e-06,5.917209937562256e-06,5.8377784102363566e-06,5.601849299048805e-06,5.48431877334415e-06,5.304603500592834e-06,5.171727016716288e-06,4.935027284916735e-06,4.585474681274442e-06,3.480057704729399e-06,3.4253126716458617e-06,3.1970466047712562e-06,3.13928651256481e-06,3.081026707482399e-06,3.0391384244950546e-06,2.713820501622042e-06
MP-799,0.534567451957552,39.31414531785961,11.8276736566289,26.6874697483542,1.1011489247435,1.31055732721103,0.8924041533906959,9.142786706393133,0.005345674519575521,0.171760240063241,0.005345674519575521,0.18402872124856096,0.005345674519575521,1.77844546332158,0.005345674519575521,0.005345674519575521,6.586235092077018,0.10972614263185,0.0005345674519575519,0.0005345674519575519,0.0433093675206527,0.00439995496793011,0.0005345674519575519,0.0021265612119807198,0.17003418039325502,0.0005345674519575519,0.00345736644583614,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,0.007561269002869041,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,0.0910473509159481,0.0005345674519575519,0.00022984947558477202,0.0005345674519575519,0.0005345674519575519,0.0005345674519575519,1E-05,0.0005345674519575519
MP-807,0.520289182265057,50.391806389936704,6.222906861835692,26.8519879641515,0.662451791018703,2.3968526475516603,0.00520289182265057,5.36724286430623,0.00520289182265057,0.0833688768456972,0.00520289182265057,0.12417856665723,0.00520289182265057,0.661017413944056,0.00520289182265057,0.00520289182265057,6.29388942339363,0.28537121560148304,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.008847647587022759,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.00390420230568881,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,0.0103435470486525,0.0005202891822650573,0.0005202891822650573,0.0725517937841392,0.0005202891822650573,0.000325898821063767,0.0005202891822650573,0.0005202891822650573,0.0005202891822650573,1E-05,0.0005202891822650573
MP-790,0.650851158700514,4.771027006129071,91.8632900694471,0.9302376443362741,0.18534844288632799,0.5840218718833101,0.00650851158700514,0.559617020031431,0.00650851158700514,0.062274600598499,0.0284911877017421,0.00650851158700514,0.00650851158700514,0.284255703477581,0.0027609792421076198,0.00650851158700514,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.000913817323958226,0.0006508511587005139,0.0006508511587005139,0.0014269296647823199,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0260188805160258,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,0.0006508511587005139,1E-05,0.0006508511587005139
MP-792,0.7315348154721509,19.8597793966906,25.031331944765395,0.822604688541843,0.301649727403052,2.50413962926786,1.81489787459202,1.83987996905017,0.0073153481547215205,0.252622276302143,0.0073153481547215205,0.0785053517642627,0.145007356301499,46.4868139036845,0.0073153481547215205,0.0073153481547215205,0.000731534815472151,0.0128673147414037,0.000731534815472151,0.000731534815472151,0.0436448656624292,0.000731534815472151,0.000731534815472151,0.00530668303450103,0.000731534815472151,0.000731534815472151,0.00481146287471818,0.000731534815472151,0.0046507163880981,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.0138653300885548,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,0.000731534815472151,1E-05,0.000731534815472151
MP-793,0.7201638965777131,15.499458023187401,43.5298496547051,0.392935037520609,0.0588530695269372,0.849569933847107,1.7896343595961601,0.7171450948754059,0.00720163896577713,0.32091202527843,0.0316667411631675,0.0499998397308551,0.00720163896577713,35.9127661811164,0.00720163896577713,0.00720163896577713,0.000720163896577713,0.047695161703602,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.00910021304235421,0.000720163896577713,0.000720163896577713,0.006315565172127621,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.00587392367382401,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.006066581556547161,0.0066243722418449285,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,0.000720163896577713,8.15637065637066e-05,0.000720163896577713
MP-796,0.612001249589765,9.388918436557232,12.987021710183699,1.19282351125893,0.5875670137982829,1.8874498340662598,1.25599724454148,70.84435943183959,0.00612001249589765,0.177462079184113,0.00612001249589765,0.00612001249589765,0.00612001249589765,0.9810430989932092,0.00612001249589765,0.00612001249589765,0.000612001249589765,0.0285500735889994,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.0035622076842134203,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,0.000612001249589765,1E-05,0.000612001249589765
MP-798,0.537474838952315,27.422929602715996,36.912857169891204,26.0127132942673,3.37908385961412,1.35634694196542,1.94243170351328,1.08425671763298,0.00537474838952315,0.12104328167434696,0.18316051988952492,0.562221257223948,0.00537474838952315,0.30413116502628995,0.00537474838952315,0.00537474838952315,0.0280807047701143,0.0134820852842122,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0010690635398265301,0.0857555152768016,0.0005374748389523151,0.008130703299068159,0.0005374748389523151,0.00420121030968459,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.00730692513856145,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,0.0005374748389523151,1E-05,0.0005374748389523151
MP-885,0.600805009107323,16.558766771279398,29.1528945081427,1.05151544985175,14.0150980087677,2.8709835978217404,4.1202579950879015,20.44832757804389,0.00600805009107323,0.671507886168797,0.00600805009107323,0.32665508130363896,0.00600805009107323,9.73143814017259,0.00600805009107323,0.00600805009107323,0.21953690730293104,0.0703910426699617,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.0198234441625246,0.0292791302087226,0.000600805009107323,0.0285834181742281,0.000600805009107323,0.00876630550026319,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.032111765578153,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,0.000600805009107323,1E-05,0.000600805009107323
MP-1000,0.598263252436782,51.7160023441035,17.9434241786576,0.5844723322379101,0.935089568920996,3.2255586865512598,0.00598263252436782,19.582903662214697,0.00598263252436782,0.30896165626083194,0.00598263252436782,0.1597025529622,0.21082632362255802,4.4228307595760725,0.00598263252436782,0.145047724297197,0.110151387239328,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.0032774065415390892,0.000598263252436782,0.00426281586078125,0.000598263252436782,0.0034293359962504397,0.000598263252436782,0.00750716436455422,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000598263252436782,0.000125482625482625,0.000598263252436782
MP-958,0.614064024339876,4.31656376460397,2.80849292955162,0.48413002758377294,0.739136952566308,1.98838954454089,0.0061406402433987605,87.9987853034993,0.0061406402433987605,0.0464393374999551,0.0061406402433987605,0.0061406402433987605,0.0061406402433987605,0.183630928578672,0.0061406402433987605,0.0061406402433987605,0.000614064024339876,0.00403865907718181,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.729910615555788,0.000614064024339876,0.007943036357987529,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.008958855972932991,0.000614064024339876,0.0117940019837833,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,0.000614064024339876,1E-05,0.000614064024339876
MP-762,0.619372118666458,33.2287563596775,56.98598400971829,0.124778266303309,0.324368617355266,1.4312824812738,5.2315066875137095,0.6342390276478721,0.00619372118666458,0.855426301314883,0.00619372118666458,0.00619372118666458,0.00619372118666458,0.4801256874755301,0.00619372118666458,0.00619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.0147835344465715,0.009189497309591359,0.000619372118666458,0.00645009550922054,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.0007174194424708,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.0009926383775256849,0.000619372118666458,0.000619372118666458,0.000619372118666458,0.000619372118666458,1.15830115830116e-05,0.000619372118666458
MP-151,49.751037596617095,14.4293715307534,32.5973932174167,0.054438505361278,0.0714866212011791,0.828325240955524,0.0054438505361278,0.30738644052241104,0.0054438505361278,0.17241267288047596,0.0054438505361278,0.0140294632633496,0.0681744724754437,1.65825662942197,0.0054438505361278,0.00204052803221528,0.000544385053612779,0.0048293565478038,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.00423697040323899,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000544385053612779,0.000651340609537201,0.000544385053612779,1E-05,0.000544385053612779
MP-815,0.6097722801139269,7.0975125006515505,2.9803610785557697,0.6467043133512789,0.6189017465660389,1.7672215531425903,0.54757544515832,85.2847429972008,0.00609772280113927,0.00609772280113927,0.00609772280113927,0.0431564349338267,0.00609772280113927,0.183111847748421,0.00609772280113927,0.00609772280113927,0.0006097722801139268,0.0150158056130839,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.13911604518919699,0.0006097722801139268,0.00327532685757941,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0006097722801139268,0.0117019811079385,0.0006097722801139268,0.0006097722801139268,1E-05,0.0006097722801139268
MP-829,0.526710617101284,35.9924777930231,13.1920520662769,36.7775764913144,0.13192408781420198,0.9443646494487341,1.44334174423837,0.321062437641209,0.00526710617101284,0.293466734035792,0.100912716872297,0.139285156264764,0.00526710617101284,9.910874448136822,0.00526710617101284,0.00526710617101284,0.0827207370829134,0.00459200140329966,0.000526710617101284,0.000526710617101284,0.0445006567663854,0.0086038760565354,0.000526710617101284,0.00394410533702464,0.000526710617101284,0.000526710617101284,0.00663988873176441,0.000526710617101284,0.0181151124172406,0.000526710617101284,0.00793116373241316,0.000526710617101284,0.00520103891986857,0.000526710617101284,0.000526710617101284,0.00817578076808005,0.000526710617101284,0.000526710617101284,0.00497748082477588,0.000526710617101284,0.000526710617101284,0.000526710617101284,0.000526710617101284,0.000150579150579151,0.000526710617101284
MP-847,0.531416986455574,31.541140283490602,5.49544010597444,42.2373048287572,0.38621384230863604,1.21828655822975,0.00531416986455574,0.177280430882555,0.00531416986455574,0.3675855270132671,0.543079743922052,0.28371673867233504,0.00531416986455574,17.1262910085669,0.00531416986455574,0.00531416986455574,0.0103697646304238,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.00349921911786476,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.00367000681253849,0.0005314169864555741,0.0033784717221250603,0.0005314169864555741,0.0122851706810917,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.009490388436406507,0.00632847101150281,0.0005314169864555741,0.0005314169864555741,0.00549184727644058,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.0005314169864555741,0.000231177606177606,0.0005314169864555741
MP-184,0.486286324473302,40.878185075878896,3.10125488967111,45.7075233386745,0.155775438313812,1.2381439674742,0.004862863244733021,1.22135788765614,0.004862863244733021,0.261292419943872,0.119609902352685,0.5750778154447139,0.004862863244733021,5.95899938090814,0.004862863244733021,0.004862863244733021,0.00688725792380279,0.00048628632447330196,0.00048628632447330196,0.00048628632447330196,0.165055140430796,0.00048628632447330196,0.00048628632447330196,0.00048628632447330196,0.0114883895418824,0.00048628632447330196,0.00261203519898183,0.00048628632447330196,0.00339564186969372,0.00048628632447330196,0.00048628632447330196,0.00969236671565403,0.00048628632447330196,0.00048628632447330196,0.00655427612802025,0.00048628632447330196,0.00048628632447330196,0.0509904833060187,0.00577792538058911,0.00048628632447330196,0.00048628632447330196,0.00048628632447330196,0.00048628632447330196,1E-05,0.00048628632447330196
