,ID_XMET,Method,Date XRF,Time,Duration,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,Ta,W,Au,Hg,Tl,Pb,Th,Σ
20,139 CLP,Soil_LE_FP,2019-06-28,14:10:02,60.5,12.579817081822986,1.695669560506185,64.77728615471935,1.0526180002837937,0.7172250099972908,4.812889410611317,0.0,1.2951329317217266,0.0,0.02321951471214251,0.0,0.033539299028650285,0.12319242527831165,12.78943770075205,0.031604339469305076,0.02321951471214251,0.0,0.011609757356071254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003869919118690418,0.0,0.0,0.015479676474761672,0.0,0.0,0.0141897034351982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
21,CLP141_3,Soil_LE_FP,2019-06-28,12:35:22,60.533,0.0,5.526604679460897,61.73899242133665,3.069821577367175,1.7835650138214716,6.670678640866587,1.2869178779742618,3.0479982012247544,0.0,0.08001904585554247,0.0,0.08134167471265888,0.25129948285211684,16.34769267395876,0.04563069557051595,0.04034018014205034,0.0,0.013226288571164046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015871546285396856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
22,CLP142_6,Soil_LE_FP,2019-06-28,12:33:20,60.5,21.34334260194955,0.0,64.00868697393281,0.6822789497800011,0.4349763681670109,3.0347918327380916,0.0,1.1021912013005353,0.0,0.021968503442778328,0.0,0.0345219339815088,0.10858717416001859,9.094332753783291,0.01757480275422266,0.054607422843477554,0.0,0.01192575901179395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016319459700349613,0.010670415957920901,0.0,0.011298087484857425,0.01192575901179395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000003
23,CLP143_7,Soil_LE_FP,2019-06-28,11:53:58,60.5,14.994464743938416,2.855296248184244,63.85253821886339,1.0948928464014436,0.6277556296433758,3.2897978511688026,0.0,1.5709888590973373,0.0,0.0396746677246578,0.0,0.04351415169801179,0.060151915582545706,11.417985422759182,0.0403145817202168,0.0409544957157758,0.0,0.02239698984456489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003839483973353981,0.0,0.0,0.014718021897856929,0.0,0.0,0.01407810790229793,0.016637763884533918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,CLP145_10,Soil_LE_FP,2019-06-28,12:31:23,60.525,13.596861015630065,0.0,67.34418574486023,1.0046047084765548,0.37745638497957057,3.4677994681885975,0.0,1.5351190090148517,0.0,0.04604708476554899,0.0,0.04604708476554899,0.06809780141384005,12.347752772553342,0.04215578182761527,0.06031519553797262,0.0,0.02918477203450288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004539853427589336,0.0,0.0,0.015565211751734871,0.0,0.0,0.014268110772423633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
25,CLP146_12,Soil_LE_FP,2019-06-28,12:05:21,60.501,14.755361908947876,3.9652964895182405,60.01770847267609,1.3077515972660156,0.8669507666239881,4.097791536878851,0.8204501009637741,2.0995369043296583,0.0,0.05223362444024028,0.0,0.05350761528024614,0.11848114812054503,11.731544650193966,0.03439775268015823,0.02866479390013186,0.0,0.019109862600087905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031849771000146514,0.0,0.0,0.014650894660067396,0.0,0.0,0.013376903820061535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
26,CLP148_3,Soil_LE_FP,2019-06-28,11:55:56,60.5,0.0,5.410290630628296,63.648496313668566,3.0656801896938206,1.8749109190561954,9.062285395908107,0.9232025085193776,2.6180079557381086,0.0,0.07839123054796117,0.0,0.06608186376770281,0.09523562719463051,13.093926947147466,0.0,0.031745209064876836,0.0,0.0259144563794913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058307526853855415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999
27,CLP153_M8-4,Soil_LE_FP,2019-06-28,12:11:06,60.538,0.0,8.247291563088949,15.052781278544094,2.6725942027309832,18.45783856906659,12.53916683046399,6.809536472846259,21.193446565459194,0.0,1.6291089040224769,0.0,0.0,0.0,12.300986252587034,0.0,0.0,0.0,0.05087352148828175,0.0,0.0,0.0,0.0,0.0,0.07226352484130931,0.3474430274370151,0.0,0.06070136086669981,0.0,0.0768883904311531,0.0,0.0,0.09134109539941497,0.0,0.0,0.0,0.0,0.0,0.2439616598642602,0.0,0.0,0.113309206951173,0.04046757391113321,0.0,0.0,0.0,99.99999999999999
28,CLP154_1,Soil_LE_FP,2019-06-28,14:07:37,60.525,0.0,5.150674232428242,6.827527853875874,1.0857538445153159,24.151662357180467,9.834503896288318,6.393818007538149,23.967054619039445,0.0,1.1478814486973912,0.0,0.0,0.0,20.00094670634944,0.0,0.0757365079552918,0.0,0.4236510913749134,0.0,0.0,0.04792700894045808,0.0,0.0,0.05147715775086238,0.3307555308360009,0.0,0.03313472223044015,0.0,0.07514481648689107,0.0,0.0,0.07396143355008963,0.0,0.0,0.06686113592928103,0.0,0.0,0.15443147325258716,0.0,0.0,0.09112048613371043,0.01597566964681936,0.0,0.0,0.027217807546432986,100.02721780754645
29,CLP155_2,Soil_LE_FP,2019-06-28,14:12:21,60.5,12.328503036339685,2.3937281110432798,65.81177907014106,1.0320341869357068,0.5931304822799859,4.592744915335926,0.0,1.585965363236192,0.0,0.03405841339202519,0.0,0.02956013237798413,0.1388040998618385,11.336953378530348,0.025061851363943066,0.04883847958101725,0.0,0.01606528933586094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004498281014041062,0.0,0.0,0.014780066188992065,0.0,0.0,0.013494843042123192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
30,CLP156_4,Soil_LE_FP,2019-06-28,12:02:14,60.5,16.67716178433793,2.088738318934032,64.41147578146646,1.1278053449535277,0.6517468073852044,4.098763255333618,0.0,1.4672174504420545,0.0,0.027077403591849073,0.0,0.028966524772675754,0.36397068083927364,8.94876703357598,0.028966524772675754,0.02581798947129795,0.0,0.04974685776176923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037782423616533594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999
