id_inv,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,Ta,W,Au,Hg,Tl,Pb,Th,Σ
MP-700,0.02138262775524375,42.86938344748561,12.34467678503703,28.19281751922466,0.5197858068501408,6.801766061047484,1.0013136258285602,4.038675828790834,0.00011560555390750739,0.3127978430714784,0.2933043867191508,0.42109319675777424,9.45984141379736e-05,2.8422066983620415,8.818569690855708e-05,8.854629471848421e-05,0.010713707322954572,0.010413172920533363,7.453849771111391e-06,7.155511050408914e-06,0.11937907490783137,6.580957156313069e-06,6.504114532328788e-06,6.080694149754287e-06,0.05741545480806676,5.845553366377965e-06,0.006836421567892653,5.593877333984881e-06,0.012674404962620183,5.142027976562773e-06,4.883525348535984e-06,0.01122586966002424,0.012159161814812202,4.526256467437724e-06,0.016154583374707487,4.268271744342965e-06,4.072921376106579e-06,0.06539499431266922,0.015624344760351726,2.826940641814618e-06,2.6385506513367755e-06,2.590880739773665e-06,0.002339374537920979,2.508227642814669e-06,2.2397399029090036e-06,100.00000223973993
