,Name,Duration,Mg,+/-,Al,+/-.1,Si,+/-.2,P,+/-.3,S,+/-.4,Cl,+/-.5,Ar,+/-.6,K,+/-.7,Ca,+/-.8,Sc,+/-.9,Ti,+/-.10,V,+/-.11,Cr,+/-.12,Mn,+/-.13,Fe,+/-.14,Co,+/-.15,Ni,+/-.16,Cu,+/-.17,Zn,+/-.18,Ga,+/-.19,Ge,+/-.20,As,+/-.21,Se,+/-.22,Br,+/-.23,Kr,+/-.24,Rb,+/-.25,Sr,+/-.26,Y,+/-.27,Zr,+/-.28,Nb,+/-.29,Mo,+/-.30,Tc,+/-.31,Ru,+/-.32,Rh,+/-.33,Pd,+/-.34,Ag,+/-.35,Cd,+/-.36,In,+/-.37,Sn,+/-.38,Sb,+/-.39,Te,+/-.40,I,+/-.41,Xe,+/-.42,Cs,+/-.43,Ba,+/-.44,La,+/-.45,Ce,+/-.46,Pr,+/-.47,Nd,+/-.48,Pm,+/-.49,Sm,+/-.50,Eu,+/-.51,Gd,+/-.52,Tb,+/-.53,Dy,+/-.54,Ho,+/-.55,Er,+/-.56,Tm,+/-.57,Yb,+/-.58,Lu,+/-.59,Hf,+/-.60,Ta,+/-.61,W,+/-.62,Re,+/-.63,Os,+/-.64,Ir,+/-.65,Pt,+/-.66,Au,+/-.67,Hg,+/-.68,Tl,+/-.69,Pb,+/-.70,Bi,+/-.71,Po,+/-.72,At,+/-.73,Rn,+/-.74,Fr,+/-.75,Ra,+/-.76,Ac,+/-.77,Th,+/-.78,Pa,+/-.79,U,+/-.80
43,VH01/3c/46,60.5,3.6254,0.5524,12.3979,0.2906,19.0085,0.1956,6.685,0.0846,0.3763,0.0151,2.1909,0.031,,,0.5407,0.0125,1.9099,0.0148,,,0.2078,0.0042,,,0.4348,0.0133,,,0.742,0.0104,,,,,,,,,,,,,0.02,0.0029,,,,,,,,,0.013,0.0007,,,0.0044,0.0007,,,,,,,,,,,,,,,,,,,0.0106,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091,0.0018,,,,,,,,,,,,,0.0105,0.0012,0.0054,0.0011,,,,,,,,,,,,,,,,,,,,,,
44,VH01/3c/47,60.501,0.0,0.0,15.8842,0.2526,18.2457,0.1501,14.3725,0.0967,0.2585,0.014,1.2228,0.0201,,,0.5702,0.0175,2.6854,0.0231,,,0.1464,0.0054,0.1528,0.0209,0.6164,0.0212,,,1.0541,0.0165,,,,,,,,,,,,,0.0125,0.0032,,,,,,,,,0.0109,0.0011,,,0.0137,0.0013,,,0.0068,0.0014,,,,,,,,,0.0348,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,VH01/3c/48,60.501,0.0,0.0,15.6406,0.265,18.5499,0.1589,13.1675,0.0979,0.1788,0.0149,1.2841,0.0221,,,0.9627,0.0152,3.0771,0.0179,,,0.2071,0.0041,0.108,0.0233,0.3309,0.012,,,1.0705,0.0123,,,,,,,,,,,,,0.0205,0.0029,,,,,,,,,0.0194,0.0008,,,0.003,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0323,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
46,VH01/3c/49,60.5,0.0,51.5514,17.1255,0.3124,17.8448,0.1789,13.9585,0.1149,0.2118,0.0195,1.6382,0.0288,,,0.714,0.0135,1.1966,0.0123,,,0.2022,0.0041,,,0.2574,0.0105,,,2.5887,0.0183,,,,,,,,,,,,,0.0161,0.0027,,,,,,,,,0.0275,0.0008,,,0.003,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0247,0.0025,,,,,,,,,,,,,,,0.004,0.001,,,,,,,,,,,,,,,,,,,,,,
47,VH01/3c/50,60.5,0.0,0.0,17.2594,0.263,14.9397,0.1383,17.2079,0.1045,0.2635,0.0138,1.2821,0.0206,,,0.957,0.0287,0.6156,0.018,,,0.121,0.0072,,,0.3134,0.0205,,,0.6784,0.0163,,,,,,,,,,,,,0.02,0.0012,,,,,,,,,0.0037,0.0012,,,0.0155,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,VH01/3c/51,60.501,1.8853,0.3997,10.8381,0.1867,22.3041,0.1408,4.9924,0.051,0.1814,0.0094,0.8901,0.0142,,,,,0.7881,0.0886,,,0.1338,0.0341,,,,,,,1.2196,0.0729,,,,,0.5782,0.0285,,,,,,,,,,,,,,,,,0.023,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,VH01/3c/52,60.5,0.0,0.0,14.8461,0.2763,20.6228,0.1779,10.7495,0.0965,0.2253,0.0167,1.5411,0.0255,,,,,1.1005,0.0121,,,0.0613,0.0034,0.0598,0.0186,0.3932,0.0133,,,1.3116,0.014,,,,,,,,,,,,,0.1534,0.0017,,,,,,,,,0.0109,0.0008,,,0.0056,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,VH01/3c/53,60.537,2.09,0.4538,15.3903,0.2508,18.3273,0.1535,12.5546,0.0929,0.2574,0.0134,1.4371,0.0219,,,,,1.2239,0.0164,,,0.1279,0.0051,,,0.5373,0.0195,,,0.7656,0.0137,,,,,,,,,,,,,0.0139,0.0033,,,,,,,,,0.0197,0.001,,,0.0039,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,VH01/3c/54,60.525,0.0,0.0,16.8158,0.3367,16.8708,0.1868,14.8701,0.1258,0.1802,0.0225,1.8587,0.033,,,,,1.4443,0.0152,,,0.1616,0.0044,,,0.7667,0.0193,,,3.0232,0.0237,,,,,,,,,,,,,0.0422,0.0012,,,,,,,,,0.0277,0.001,,,0.0103,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,VH01/3c/55,60.501,0.0,0.0,16.5202,0.2471,18.4345,0.1486,13.6224,0.0934,0.2492,0.0118,1.1687,0.0189,,,,,0.9579,0.0142,,,0.0893,0.0046,,,0.3863,0.0157,,,0.4016,0.0095,,,,,,,,,,,,,0.0078,0.0025,,,,,,,,,0.0048,0.0008,,,0.0065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,VH01/3c/56,60.533,0.0,0.0,14.2979,0.311,20.0617,0.2029,8.5238,0.0989,0.6032,0.022,2.4378,0.0348,,,0.5037,0.0133,1.168,0.0133,,,0.1271,0.0041,0.0706,0.0205,0.5329,0.0157,,,0.8124,0.0119,,,,,,,,,,,,,,,,,,,,,,,0.0271,0.0008,,,0.0093,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,VH01/3c/57,60.538,0.0,0.0,15.8495,0.2807,20.3544,0.178,12.1799,0.1027,0.2522,0.016,1.6583,0.0262,,,,,0.5535,0.0162,,,0.1569,0.007,,,0.5648,0.0241,,,1.1775,0.0207,,,,,,,,,,,,,0.0135,0.0041,,,,,,,,,0.0091,0.0012,,,0.0106,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,VH01/3c/58,60.501,0.0,0.0,13.8756,0.2325,22.1896,0.1612,10.2054,0.0832,0.2617,0.0134,1.3046,0.0204,,,0.6803,0.0173,1.3094,0.0158,,,0.1299,0.0049,0.1181,0.0183,0.4599,0.0176,,,0.8709,0.0138,,,,,,,,,,,,,0.0161,0.0032,,,,,,,,,0.0082,0.0009,,,0.0136,0.001,,,0.005,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,VH01/3c/59,60.501,0.0,0.0,19.7797,0.4233,14.4467,0.2092,15.6862,0.1502,0.231,0.029,2.4291,0.0434,,,0.638,0.0148,0.7471,0.0119,,,0.1958,0.0046,,,0.2965,0.0127,,,2.083,0.0188,,,,,,,,,,,,,0.0817,0.0014,,,,,,,,,0.005,0.0007,,,0.0181,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,VH01/3c/61,60.563,0.0,0.0,15.1685,0.2737,19.9648,0.1738,11.6931,0.0992,0.263,0.0167,1.6424,0.026,,,,,0.8917,0.012,,,0.1922,0.0047,0.2531,0.0349,0.3922,0.0728,,,2.8851,0.0223,,,,,,,,,,,,,0.0248,0.0038,,,,,,,,,0.0162,0.0009,,,0.0404,0.0012,,,0.0074,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,VH01/3c/62,60.533,1.3975,0.455,16.2227,0.2531,17.1996,0.1475,12.9909,0.0927,0.3,0.0128,1.2863,0.0202,,,0.5004,0.0108,1.6285,0.0126,,,0.2552,0.0039,,,0.3211,0.0102,,,6.1114,0.0268,,,,,,,,,,,,,0.0076,0.002,,,,,,,,,0.0323,0.0008,,,0.0255,0.0009,,,0.0052,0.0008,,,,,,,,,,,,,,,,,0.0138,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,0.0023,,,,,,,,,,,,,,,0.0046,0.0011,,,,,,,,,,,,,,,,,,,,,,
59,VH01/3c/63,60.531,0.0,0.0,16.0366,0.316,20.0855,0.1926,11.3956,0.1085,0.1827,0.0209,1.2799,0.0272,,,,,1.0788,0.0132,,,0.1145,0.0042,0.1347,0.0272,0.6042,0.0168,,,0.9563,0.0131,,,,,,,,,,,,,,,,,,,,,,,0.0266,0.0009,,,0.0043,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043,0.0013,,,,,,,,,,,,,,,,,,,,,,
60,VH01/3c/8,60.532,2.4834,0.4158,12.0952,0.2263,20.251,0.1594,9.7566,0.0823,0.3354,0.0128,1.5896,0.0221,,,0.6704,0.0208,0.9898,0.0171,,,0.1654,0.006,,,0.4575,0.0197,,,1.4152,0.0199,,,,,,,,,,,,,0.0151,0.0036,0.0052,0.0009,,,,,,,0.0223,0.0012,,,0.0281,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,VH01/3c/9,60.501,0.0,0.0,11.7073,0.1965,24.0474,0.1467,7.0008,0.0628,0.3778,0.0144,0.9966,0.0168,,,,,1.3416,0.0143,,,0.3175,0.0054,,,0.2822,0.0131,,,1.1329,0.0141,,,,,0.0042,0.0012,,,,,,,0.0476,0.0011,,,,,,,,,0.0192,0.0008,,,0.0033,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302,0.0029,,,,,,,,,,,,,,,0.0053,0.0011,,,,,,,,,,,,,,,,,,,,,,
62,MP-064,60.529,5.0015,1.1583,1.6128,0.2167,31.3139,0.2427,2.5499,0.0686,0.4971,0.0269,3.726,0.0445,,,,,0.9606,0.0177,,,0.0668,0.0064,,,0.0541,0.0093,,,2.3587,0.0252,0.0349,0.0053,,,0.0734,0.0033,0.0101,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0683,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,MP-800,60.501,0.0,50.0969,19.5049,0.2322,9.5074,0.0924,12.9339,0.0702,0.1186,0.0106,0.5967,0.0125,,,0.9143,0.0127,3.158,0.0156,,,0.1709,0.0034,,,0.3418,0.01,,,1.9314,0.0135,,,,,9.6905,0.0201,0.0477,0.0016,,,,,0.0564,0.0056,0.0029,0.0007,,,,,0.0034,0.0008,0.0153,0.0009,,,0.0062,0.001,,,0.0105,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2244,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,MP-801,60.5,0.0,0.0,21.01,0.2225,5.8047,0.0701,16.1765,0.0714,0.3252,0.0114,0.5081,0.0112,,,0.6608,0.0105,1.6777,0.0109,,,0.2501,0.0033,0.1123,0.0178,0.1774,0.0335,,,4.7381,0.0196,,,,,8.8754,0.0188,0.0561,0.0016,,,,,0.1075,0.0142,0.0123,0.0008,,,,,0.003,0.0008,0.0494,0.0011,,,0.0046,0.001,,,0.0104,0.0011,,,,,,,,,,,,,,,0.0255,0.0046,0.0277,0.005,,,,,,,,,0.4487,0.0194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4253,0.0319,,,,,,,,,,,,,,,,,,,,
66,MP-802,60.5,0.0,65.2993,21.0523,0.2631,4.0823,0.0726,15.8056,0.0801,0.2459,0.0128,0.7148,0.014,,,,,2.7252,0.0152,,,0.1829,0.0035,0.052,0.0151,0.2163,0.0086,,,6.5282,0.0257,,,,,10.3545,0.0237,0.0373,0.0018,,,,,0.0891,0.0018,0.0505,0.0013,,,,,,,0.0106,0.001,,,,,,,0.0061,0.0013,,,,,,,,,,,,,,,0.017,0.0055,,,,,,,,,,,0.3287,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,MP-803,60.5,0.0,0.0,16.7528,0.232,8.8529,0.0926,11.595,0.0687,0.2953,0.0118,0.7557,0.0135,,,0.6917,0.0119,3.256,0.0164,,,0.1684,0.0033,0.0449,0.0144,0.2029,0.0085,,,9.373,0.0312,,,,,6.5613,0.0195,0.0335,0.0018,,,,,0.0743,0.0123,0.0492,0.0013,,,,,0.0071,0.0009,0.0238,0.001,,,0.0048,0.001,,,0.0083,0.0011,,,,,,,,,,,,,,,,,0.0213,0.0057,,,,,,,,,0.2841,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2297,0.0275,,,,,,,,,,,,,,,,,,,,
68,MP-804,60.5,2.1718,0.6291,10.6066,0.2059,9.1958,0.0958,5.2378,0.0485,0.3527,0.0108,0.8179,0.0128,,,0.899,0.0125,18.8615,0.0408,,,0.1488,0.0045,,,0.1422,0.0101,0.0198,0.0062,2.4517,0.0199,,,,,8.3023,0.0238,0.0804,0.0026,,,,,0.1858,0.0026,0.0043,0.0008,,,,,,,0.0269,0.0012,,,0.004,0.0012,,,0.0153,0.0014,,,,,,,,,,,0.0148,0.0046,,,,,,,,,,,,,,,0.1535,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,MP-805,60.532,0.0,0.0,22.6254,0.3718,3.7844,0.0926,14.3802,0.1079,0.4601,0.017,1.5841,0.0249,,,,,4.2277,0.0274,,,0.1083,0.0046,,,0.3174,0.0147,,,3.5215,0.0272,,,,,10.555,0.0325,0.1783,0.0041,,,,,0.1499,0.0031,0.0244,0.0016,,,,,,,0.0155,0.0015,,,0.008,0.0016,,,0.0198,0.0019,,,,,,,,,,,,,,,0.0267,0.0083,,,,,,,,,,,0.1946,0.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,MP-806,60.5,0.0,0.0,18.8467,0.2823,6.5673,0.096,11.1978,0.0777,0.3091,0.0143,0.9272,0.0169,,,0.6506,0.0138,7.6307,0.0286,,,0.1314,0.0039,,,0.2734,0.0114,,,4.1378,0.0247,,,,,9.4089,0.0256,0.0249,0.0021,,,,,0.1392,0.0024,0.0172,0.0012,,,,,,,0.1297,0.0019,,,0.0077,0.0014,,,0.0138,0.0015,,,,,,,,,,,0.0148,0.0047,,,,,,,,,,,,,,,0.1184,0.0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,MP-808,60.501,15.7575,0.7348,2.3971,0.141,24.6248,0.1691,0.0873,0.0205,0.1522,0.0118,1.1632,0.0184,,,,,1.7913,0.0144,,,0.0123,0.0026,,,0.022,0.0049,,,1.9531,0.0163,,,,,,,0.0055,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,MP-809,60.501,16.2795,0.7664,3.0036,0.1575,24.8592,0.1762,0.0832,0.0223,0.1172,0.0125,1.2425,0.0198,,,,,0.5216,0.0087,,,,,,,0.0204,0.0047,,,1.4012,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,MP-810,60.5,12.0443,1.2023,5.5016,0.2907,24.1208,0.2472,0.0,0.0,0.3038,0.0229,2.4671,0.038,,,,,2.1735,0.0238,,,0.0279,0.0053,,,0.0366,0.0079,,,1.5999,0.0219,0.0134,0.0038,,,,,0.0037,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,MP-811,60.535,17.7734,0.5947,1.6268,0.1006,24.5932,0.1337,0.0,0.0,0.1172,0.0076,0.8271,0.0122,,,,,1.5201,0.0103,,,,,,,0.0151,0.0027,,,1.2734,0.0102,,,,,,,0.0019,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,MP-789,60.533,3.1195,0.4257,2.2354,0.085,2.6398,0.0404,0.2859,0.0084,0.242,0.005,0.6319,0.0073,,,,,52.2527,0.0587,,,0.0747,0.0046,,,,,,,0.4268,0.01,,,,,,,0.0029,0.0009,,,,,,,,,,,,,,,0.0248,0.0009,,,,,,,,,,,,,,,,,,,0.0111,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,MP-791,60.5,0.0,0.0,1.8799,0.0,1.2523,0.0,0.1558,0.0,0.1746,0.0,1.115,0.0,,,0.2343,0.0,58.1861,0.0,,,,,,,0.0462,0.0,,,0.2938,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0574,0.0,,,,,,,0.005,0.0,,,,,,,,,,,,,,,0.023,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MP-794,60.536,0.0,0.0,9.6939,0.1285,26.2649,0.1074,0.1968,0.0121,0.1797,0.0065,0.7715,0.0093,,,4.0658,0.0183,0.7771,0.0075,,,0.5906,0.0039,,,0.0187,0.0037,0.0487,0.0032,4.9296,0.0177,,,0.0031,0.0008,,,0.0384,0.001,,,,,,,,,,,,,0.0195,0.0005,0.0051,0.0004,,,0.028,0.0005,,,,,,,,,,,,,,,,,,,0.008,0.0023,0.0094,0.0025,,,,,,,,,0.1017,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078,0.0009,,,,,,,,,,,,,,,,,,,,
83,MP-795,60.535,0.0,48.1878,13.0973,0.18,10.6107,0.0861,18.3906,0.0762,1.3935,0.0178,1.1,0.0148,,,1.3112,0.0146,3.3665,0.016,,,0.3711,0.0041,0.1634,0.0219,0.3867,0.0105,,,9.4089,0.031,,,,,0.0149,0.0016,0.011,0.0011,,,,,0.3141,0.0024,0.0023,0.0006,,,,,,,0.0069,0.0008,,,0.0157,0.0009,,,0.0057,0.001,,,,,,,,,,,,,,,0.0163,0.0044,0.0176,0.0048,,,,,,,,,0.0484,0.0152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,MP-797,60.535,0.0,0.0,22.3284,0.279,7.1595,0.0985,25.3258,0.1179,0.2828,0.0157,1.4994,0.0226,,,0.6557,0.0151,0.7489,0.0117,,,0.1209,0.0043,,,0.7313,0.0185,,,1.4205,0.0157,,,,,,,0.0298,0.0015,,,,,0.1721,0.002,,,,,,,,,,,,,0.005,0.0009,,,,,,,,,,,,,,,,,,,0.0181,0.0048,0.0158,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138,0.0025,,,,,,,,,,,,,,,0.0037,0.0012,,,,,,,,,,,,,,,,,,,,,,
87,MP-822,60.501,0.0,57.3676,3.37,0.1225,3.4267,0.0499,0.237,0.0129,1.0275,0.0114,0.7758,0.0092,,,,,52.7682,0.0584,,,0.052,0.004,,,0.025,0.0081,,,0.2886,0.0083,,,,,,,0.0047,0.0009,,,,,,,,,,,,,,,0.0118,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,MP-812,60.5,5.2008,1.2119,3.5559,0.2514,2.1668,0.086,0.2931,0.0277,0.4016,0.0167,3.9412,0.0381,,,0.6389,0.0185,44.6691,0.1073,,,0.0615,0.0119,,,0.0822,0.0222,,,0.5065,0.0204,,,,,,,0.0204,0.0028,,,,,,,,,,,,,,,0.9664,0.0069,,,0.0211,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,MP-813,60.532,0.0,55.8143,1.6428,0.3237,0.5037,0.0876,1.9999,0.053,0.3683,0.0206,1.1121,0.0231,,,,,58.1705,0.1182,,,,,,,,,,,0.5535,0.0244,,,0.0182,0.0056,,,,,,,,,,,,,,,,,,,0.0516,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1284,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,
90,MP-814,60.5,3.5294,0.4092,1.9919,0.0775,1.9814,0.0322,0.3973,0.0095,0.4278,0.0062,1.7768,0.0111,,,,,51.9831,0.0523,,,0.0452,0.0037,,,0.0282,0.0068,,,0.1634,0.0058,,,,,,,0.0086,0.0009,,,,,,,,,,,,,,,0.4655,0.0023,,,0.0039,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,MP-816,60.531,2.8576,0.8041,2.5492,0.1565,1.1949,0.0474,0.2542,0.0153,0.2396,0.0087,1.9182,0.0196,,,,,53.6422,0.0906,,,,,,,0.0603,0.0166,,,0.2614,0.0135,,,,,,,0.0062,0.0018,,,,,,,,,,,,,,,0.0258,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,MP-817,60.5,0.0,0.0,4.2383,0.1516,2.9487,0.0577,0.2881,0.0144,0.2415,0.008,1.4309,0.0147,,,0.5451,0.0097,51.6395,0.0749,,,0.0752,0.0063,,,,,,,0.471,0.0134,,,,,,,,,,,,,,,,,,,,,,,0.0237,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,MP-818,60.5,14.1318,0.6568,3.048,0.1356,24.4367,0.1445,0.2306,0.0205,0.207,0.011,1.1978,0.0159,,,,,3.2014,0.0164,,,0.0132,0.0024,,,0.0129,0.0035,,,1.7811,0.0137,,,,,,,0.0068,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,MP-819,60.566,15.2838,0.7259,1.2222,0.1219,27.0247,0.1562,0.0,0.0,0.1286,0.0095,1.03,0.0157,,,,,0.7997,0.0089,,,,,,,0.0204,0.0039,,,1.5853,0.0128,,,,,,,0.0015,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,MP-820,60.533,0.0,0.0,1.9303,0.0,1.181,0.0,0.4658,0.0,0.3002,0.0,1.1742,0.0,,,0.3207,0.0,57.9991,0.0,,,0.0187,0.0,,,,,,,0.1697,0.0,,,,,,,0.0059,0.0,,,,,,,,,,,,,,,0.0262,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0359,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
