iter	MultiClass
0	2.482672446
1	2.21653665
2	2.015596064
3	1.850647134
4	1.701847914
5	1.576628685
6	1.482222974
7	1.394884837
8	1.310936363
9	1.239204095
10	1.181476781
11	1.116994094
12	1.069995079
13	1.012916751
14	0.9702412739
15	0.9292545045
16	0.8953078898
17	0.8617833455
18	0.8294273054
19	0.8019078034
20	0.7716871759
21	0.7448212669
22	0.7199454956
23	0.6956468341
24	0.675585473
25	0.655572069
26	0.6309403462
27	0.609690623
28	0.5909398438
29	0.5758749079
30	0.5607291026
31	0.5446387702
32	0.5302783783
33	0.5171823401
34	0.50140386
35	0.490579767
36	0.4817493284
37	0.4692451517
38	0.4568490347
39	0.4473717035
40	0.4384738145
41	0.4282638461
42	0.4162073485
43	0.4064249278
44	0.3988106065
45	0.3926671898
46	0.3841227155
47	0.3758111488
48	0.3683207639
49	0.3600876921
50	0.3530410666
51	0.3458613144
52	0.3400541561
53	0.3331596629
54	0.3271876938
55	0.321953624
56	0.3151827881
57	0.308933304
58	0.3046793997
59	0.3004742677
60	0.29589701
61	0.2908803477
62	0.2866717596
63	0.2821327039
64	0.2777072007
65	0.2732343543
66	0.2691534741
67	0.265112723
68	0.2610425039
69	0.2580019303
70	0.2552119585
71	0.2518094502
72	0.2492583885
73	0.2457692298
74	0.2429389416
75	0.2391230055
76	0.2363931182
77	0.2335576641
78	0.2315603124
79	0.228112552
80	0.2246784643
81	0.2214443197
82	0.2184115457
83	0.2161784067
84	0.2144531658
85	0.2117378308
86	0.2089941767
87	0.2075875163
88	0.2048509496
89	0.2021851777
90	0.2000497841
91	0.1980040408
92	0.1962409902
93	0.195126942
94	0.1934358488
95	0.191653946
96	0.1896635294
97	0.1876513065
98	0.1856987651
99	0.1838264414
100	0.1820198818
101	0.1795962403
102	0.1781172342
103	0.1763331873
104	0.1749278982
105	0.1735670588
106	0.1718737762
107	0.1703626262
108	0.169140955
109	0.1677332667
110	0.1663755491
111	0.165336494
112	0.163994743
113	0.1620869952
114	0.1610082924
115	0.1591256693
116	0.1573386466
117	0.1556250664
118	0.1539039759
119	0.1527308889
120	0.1516078404
121	0.1505846565
122	0.1495398292
123	0.1482981319
124	0.1475019435
125	0.1467985384
126	0.1458352143
127	0.14431954
128	0.1433241902
129	0.141578663
130	0.1404379238
131	0.1396744636
132	0.1386955913
133	0.1374903026
134	0.136439335
135	0.1358814573
136	0.1345157521
137	0.1334414512
138	0.1327947903
139	0.1314777435
140	0.1304809627
141	0.129090589
142	0.128008535
143	0.1270714079
144	0.1260419135
145	0.1253984927
146	0.1241462868
147	0.1231641654
148	0.1223073874
149	0.121262869
150	0.1206846143
151	0.1203578008
152	0.1195991871
153	0.1186050143
154	0.1176384326
155	0.1167799579
156	0.1157826447
157	0.115053268
158	0.1140064065
159	0.11338942
160	0.1128476712
161	0.1122360834
162	0.1110540168
163	0.1100047881
164	0.1094291101
165	0.1085907635
166	0.1075879016
167	0.1070266722
168	0.1063415377
169	0.1056328636
170	0.1047223115
171	0.103757289
172	0.1031523093
173	0.1025967618
174	0.1019918069
175	0.1015524874
176	0.1010804213
177	0.100380988
178	0.09936359661
179	0.09868985577
180	0.09817619321
181	0.09746752552
182	0.09663003725
183	0.09620061661
184	0.09550948331
185	0.09502617186
186	0.09443747803
187	0.09396404765
188	0.09318898974
189	0.09240186134
190	0.09210599954
191	0.09155837662
192	0.09105010109
193	0.09040197762
194	0.08971836539
195	0.08927008567
196	0.08855660776
197	0.08821950428
198	0.08789462629
199	0.08707331732
200	0.08664051036
201	0.08617152831
202	0.08556776277
203	0.08510724131
204	0.08468195862
205	0.08419492543
206	0.08380089458
207	0.08349140663
208	0.08318723673
209	0.08268215017
210	0.08213179028
211	0.08182157394
212	0.0813589494
213	0.08103091787
214	0.08051451832
215	0.07995643173
216	0.07928921428
217	0.07881528328
218	0.07850282955
219	0.07812268791
220	0.07778921101
221	0.07752751226
222	0.07702170907
223	0.07667708018
224	0.07615115319
225	0.07560281768
226	0.07517365625
227	0.07466006143
228	0.07423759662
229	0.07390380651
230	0.07350459289
231	0.07320448222
232	0.0727274354
233	0.07238142365
234	0.07192485083
235	0.07146742923
236	0.07085751393
237	0.07053661749
238	0.07035475339
239	0.06998170999
240	0.06945693869
241	0.06914091194
242	0.06871944764
243	0.06844703292
244	0.06812858547
245	0.06784934968
246	0.06740391068
247	0.0670284363
248	0.06662310832
249	0.06631073674
250	0.06611001779
251	0.0659352731
252	0.06561776181
253	0.06530344545
254	0.06512546542
255	0.06465417643
256	0.06442341105
257	0.06417416496
258	0.06392975031
259	0.06371592319
260	0.06346945252
261	0.06313276559
262	0.06287097543
263	0.06254579196
264	0.06227996824
265	0.06209038526
266	0.0617927636
267	0.06156219635
268	0.06136441055
269	0.06112653348
270	0.06080929941
271	0.06048063662
272	0.06020831717
273	0.05993560182
274	0.05970792937
275	0.05942888336
276	0.05926879662
277	0.05903973828
278	0.05875359376
279	0.05839479116
280	0.05819217834
281	0.05792178827
282	0.05774187657
283	0.05753484761
284	0.05737556667
285	0.05713939593
286	0.0569718523
287	0.05678634838
288	0.05647636276
289	0.0562649791
290	0.05595491509
291	0.05579703885
292	0.05560399193
293	0.05533991592
294	0.05520250268
295	0.0549336066
296	0.05460481473
297	0.054496518
298	0.05430887203
299	0.05400380852
300	0.05386322763
301	0.05366472927
302	0.05342217472
303	0.05335709737
304	0.05308980433
305	0.05297138804
306	0.05266275283
307	0.05257096706
308	0.0523412094
309	0.0520753783
310	0.0518636141
311	0.05166344454
312	0.0514795485
313	0.05122091312
314	0.05101654487
315	0.05082401235
316	0.05073058467
317	0.05063832176
318	0.0504343071
319	0.05017478321
320	0.04992605629
321	0.04971601096
322	0.04958384232
323	0.04927189647
324	0.04906870859
325	0.04887795469
326	0.04861049326
327	0.04840410533
328	0.04821397267
329	0.04810671079
330	0.04786750728
331	0.04766065011
332	0.04746060154
333	0.04721323075
334	0.04706228072
335	0.04683536883
336	0.04664131274
337	0.04646506436
338	0.04633723563
339	0.04624305052
340	0.04611725612
341	0.04597041858
342	0.04576518514
343	0.04569344855
344	0.04555458697
345	0.04530394752
346	0.04507841453
347	0.04488967316
348	0.04480680686
349	0.0446535131
350	0.0444996016
351	0.04442039913
352	0.04432290429
353	0.04417118927
354	0.04399355047
355	0.04392815131
356	0.04372401792
357	0.04367506878
358	0.0435035426
359	0.04335862188
360	0.04315155158
361	0.04305078141
362	0.0428517194
363	0.04271120333
364	0.04262503921
365	0.04251741044
366	0.04231571372
367	0.04211288034
368	0.0418522484
369	0.04175994247
370	0.04155731758
371	0.04143287155
372	0.04127831653
373	0.04115795661
374	0.04102097384
375	0.04088154922
376	0.04075770093
377	0.04066943767
378	0.04050332609
379	0.04037107606
380	0.04028769856
381	0.04017755531
382	0.04002041064
383	0.0399378357
384	0.03975955646
385	0.03963404627
386	0.03957024914
387	0.03944531767
388	0.03934174434
389	0.03923012919
390	0.03912176554
391	0.03901365633
392	0.03890720419
393	0.03876175005
394	0.03866395355
395	0.03858227043
396	0.0384510985
397	0.0383930611
398	0.03827352004
399	0.03815939329
400	0.03797460996
401	0.03781757082
402	0.03765429759
403	0.03754051109
404	0.03746178489
405	0.03732758129
406	0.0371978783
407	0.03711243309
408	0.0369376814
409	0.03685142165
410	0.03673186894
411	0.0366369876
412	0.03650976818
413	0.03641007199
414	0.03629667962
415	0.03620258795
416	0.03607033913
417	0.03592606718
418	0.03582809109
419	0.03558388561
420	0.03548704456
421	0.0353518696
422	0.03522079378
423	0.03504660743
424	0.03495216031
425	0.0348409168
426	0.03474477575
427	0.03463229777
428	0.0345364931
429	0.03440550793
430	0.03426965705
431	0.03421006676
432	0.03410348227
433	0.03401739945
434	0.0339072069
435	0.03375564406
436	0.03361638052
437	0.03348745313
438	0.03342953937
439	0.03330736695
440	0.03322773899
441	0.03307440173
442	0.03295292273
443	0.03281641521
444	0.03273162084
445	0.03269290427
446	0.03260635594
447	0.03252946448
448	0.03240463668
449	0.03232620112
450	0.03214060583
451	0.03207994071
452	0.03190750855
453	0.03184786078
454	0.03175766471
455	0.03166323604
456	0.03151855094
457	0.03145542739
458	0.03141048803
459	0.03131297162
460	0.03118276912
461	0.03110761322
462	0.03105055751
463	0.03100186293
464	0.03089809411
465	0.03080311405
466	0.03073078325
467	0.03065429701
468	0.03057442043
469	0.03047743124
470	0.03037779644
471	0.03028143194
472	0.03017161271
473	0.0301315819
474	0.03006520115
475	0.02999245769
476	0.02993978639
477	0.02987532673
478	0.02978310588
479	0.02969469044
480	0.0295789345
481	0.02952575673
482	0.02944255425
483	0.02937225108
484	0.0292693101
485	0.02922304348
486	0.02916044736
487	0.02911583854
488	0.02905260607
489	0.02896378178
490	0.02886929967
491	0.02879491638
492	0.02871189209
493	0.02858746792
494	0.02852195284
495	0.02841358452
496	0.02835882058
497	0.02828772755
498	0.02819658294
499	0.02813199968
500	0.0280806899
501	0.02801834563
502	0.02791310891
503	0.02784987939
504	0.0277716034
505	0.02772456525
506	0.02767510391
507	0.02757798056
508	0.02751169444
509	0.02745457642
510	0.02735063818
511	0.02731616166
512	0.02728382097
513	0.02717382858
514	0.02712056896
515	0.02705268713
516	0.02696204443
517	0.02690142974
518	0.02680987374
519	0.02672292616
520	0.02667453064
521	0.02664670991
522	0.02655759628
523	0.02651346677
524	0.02644661692
525	0.02639328457
526	0.02634951251
527	0.02630431672
528	0.02624007146
529	0.0261990871
530	0.02611493325
531	0.02603794196
532	0.02600006753
533	0.02597090279
534	0.02591432258
535	0.02584977302
536	0.02578668968
537	0.02575797319
538	0.02569338423
539	0.02564561978
540	0.02556340096
541	0.02548068185
542	0.02542680684
543	0.0253641903
544	0.02529703584
545	0.0252168826
546	0.0251695017
547	0.0251399016
548	0.02510813517
549	0.02503369298
550	0.02496447322
551	0.02489541838
552	0.02483286584
553	0.02475894029
554	0.02467831056
555	0.02462506341
556	0.02457436183
557	0.024497885
558	0.02445577337
559	0.02440345209
560	0.02437659094
561	0.0243136987
562	0.02426472215
563	0.02422891604
564	0.02419555783
565	0.02417389128
566	0.02411570365
567	0.02409411024
568	0.02405264388
569	0.02398583541
570	0.02393418992
571	0.0238882401
572	0.02382716416
573	0.02377199153
574	0.02372289613
575	0.02367659809
576	0.0236009042
577	0.02351980536
578	0.02346811564
579	0.02343031726
580	0.02339460152
581	0.02333686561
582	0.02329071721
583	0.02321837511
584	0.02318559164
585	0.02312674556
586	0.02309450461
587	0.02304586574
588	0.02298895644
589	0.02295104788
590	0.02291985889
591	0.02286616131
592	0.02282591345
593	0.02276294499
594	0.02270951666
595	0.02263262923
596	0.02257212724
597	0.02252751179
598	0.02248869338
599	0.02244844043
600	0.02238250393
601	0.02234811849
602	0.02227614745
603	0.02222054504
604	0.02218219314
605	0.02212908851
606	0.02209364271
607	0.02203455647
608	0.02194174272
609	0.02187015814
610	0.02180202188
611	0.02175687028
612	0.02172254058
613	0.02163910844
614	0.02161051458
615	0.02151953405
616	0.02147190326
617	0.02144598644
618	0.02138498261
619	0.02134711606
620	0.02129719046
621	0.02125462647
622	0.02123626266
623	0.02120817459
624	0.02118279119
625	0.02114737932
626	0.02106768953
627	0.02102427066
628	0.02097987104
629	0.02093636427
630	0.02087510311
631	0.02081552073
632	0.02079269763
633	0.02075961799
634	0.02072512326
635	0.02069404563
636	0.02066247302
637	0.02060150673
638	0.02054586512
639	0.02049327054
640	0.02044427153
641	0.02039689495
642	0.02035626598
643	0.02027617224
644	0.02020733597
645	0.02018906761
646	0.02017469538
647	0.02013967057
648	0.02010927655
649	0.02005472321
650	0.02002056716
651	0.02000526278
652	0.01993998768
653	0.01988641212
654	0.01984915505
655	0.019815174
656	0.01974912565
657	0.01972824127
658	0.01970181273
659	0.01966683645
660	0.01963545876
661	0.01961169642
662	0.01955435465
663	0.01952631795
664	0.01950795901
665	0.01945578891
666	0.01941337312
667	0.01939276583
668	0.01934749314
669	0.01930578753
670	0.01926511841
671	0.01923514313
672	0.01920107414
673	0.01916745016
674	0.01913080373
675	0.01907847872
676	0.01903741725
677	0.01900760923
678	0.01898589361
679	0.01893107976
680	0.01890238362
681	0.01886611118
682	0.01882664582
683	0.01876286555
684	0.01873005371
685	0.01868946273
686	0.01865998993
687	0.01862007768
688	0.01857762681
689	0.01855833051
690	0.01851857903
691	0.01848786743
692	0.01846232409
693	0.01842663666
694	0.01839085229
695	0.01833783799
696	0.018304205
697	0.01824605873
698	0.01820196586
699	0.01815563133
700	0.01812584531
701	0.01809260145
702	0.01804792558
703	0.01801446664
704	0.01798003163
705	0.01793646337
706	0.01790376221
707	0.01787530375
708	0.01784029997
709	0.01779929775
710	0.01777496862
711	0.0177483653
712	0.0177210946
713	0.01769131219
714	0.01766543393
715	0.01762821228
716	0.01759686148
717	0.01755951603
718	0.01752910303
719	0.0175002455
720	0.01748815387
721	0.01743484843
722	0.01740926674
723	0.0173480033
724	0.01728924983
725	0.01726357063
726	0.01724092531
727	0.01721526497
728	0.0171906758
729	0.01716501138
730	0.01712600288
731	0.01711305689
732	0.01707452285
733	0.01704664214
734	0.01701948826
735	0.01699760829
736	0.01697266583
737	0.01694193984
738	0.01690937481
739	0.01687437503
740	0.0168271595
741	0.0168070174
742	0.01677543096
743	0.01675236397
744	0.01672545785
745	0.01667828147
746	0.01665263334
747	0.0165988611
748	0.01657335824
749	0.01653579427
750	0.01649091903
751	0.01646577383
752	0.0164395529
753	0.01641582418
754	0.01640051076
755	0.01637312668
756	0.01633499079
757	0.01631192104
758	0.01628387185
759	0.01625581558
760	0.01622832752
761	0.01620259336
762	0.01618210043
763	0.01614602839
764	0.0161358602
765	0.01609515608
766	0.0160757686
767	0.01604395049
768	0.01601621477
769	0.01598965078
770	0.01596379379
771	0.01595009275
772	0.01591539114
773	0.01589236763
774	0.01586382436
775	0.01584448648
776	0.01581763833
777	0.01578190434
778	0.01575366224
779	0.01573737835
780	0.01570319013
781	0.01567441847
782	0.01565220024
783	0.01563077216
784	0.01560910868
785	0.01557675414
786	0.01554450779
787	0.01552096943
788	0.01549977817
789	0.01546939677
790	0.01542460649
791	0.01540077099
792	0.01538733252
793	0.01536041652
794	0.01533639597
795	0.01530857076
796	0.0152762692
797	0.01525706431
798	0.015231543
799	0.01521146858
800	0.01519879315
801	0.01518599757
802	0.01516714319
803	0.01513952064
804	0.01510337311
805	0.01507456296
806	0.01505219589
807	0.01502533056
808	0.01500218432
809	0.01498059426
810	0.01492991756
811	0.01491044464
812	0.01489054726
813	0.01486049933
814	0.0148367147
815	0.01481515247
816	0.01479644365
817	0.01476828674
818	0.01474446822
819	0.01472834364
820	0.01471263536
821	0.01468764399
822	0.01467823218
823	0.01466283486
824	0.01464600099
825	0.01462239927
826	0.01461080125
827	0.0145855494
828	0.01454888587
829	0.01452410253
830	0.01449348049
831	0.01447734436
832	0.01446096146
833	0.01444348321
834	0.01442814809
835	0.01440549603
836	0.01437950469
837	0.01434621284
838	0.01432621031
839	0.01430492061
840	0.01427241144
841	0.01425096008
842	0.01422967876
843	0.01419832508
844	0.01417266326
845	0.01414904502
846	0.0141316345
847	0.01410096213
848	0.01408667588
849	0.01406064225
850	0.01403291655
851	0.01401001357
852	0.01398650806
853	0.01397817099
854	0.01394676152
855	0.01391718726
856	0.01390104554
857	0.01386989584
858	0.01385522182
859	0.01383920972
860	0.01382033741
861	0.01380534664
862	0.01379138727
863	0.01376812198
864	0.01375562828
865	0.01374720935
866	0.01373055911
867	0.01370499028
868	0.01367828491
869	0.01365648411
870	0.01363403819
871	0.0136032643
872	0.01358464888
873	0.01357049106
874	0.01353337674
875	0.0134938076
876	0.01348444692
877	0.01347215324
878	0.01344859429
879	0.01343269095
880	0.01341972731
881	0.01340570113
882	0.01339419992
883	0.01336965491
884	0.01334672874
885	0.01332814248
886	0.01331248484
887	0.01329265149
888	0.01327738828
889	0.01326330674
890	0.01323507117
891	0.01322520608
892	0.01320823028
893	0.0131890166
894	0.01317499556
895	0.01314587609
896	0.01312026728
897	0.01309847755
898	0.01307344253
899	0.01305422793
900	0.01302973494
901	0.01300941623
902	0.01299496733
903	0.01298041679
904	0.01295935956
905	0.01294487651
906	0.01293490498
907	0.01291082706
908	0.01289046067
909	0.01286844123
910	0.01285176871
911	0.01283609039
912	0.01282092103
913	0.0128021604
914	0.01278645796
915	0.01276437588
916	0.01273899334
917	0.01271833397
918	0.01270205278
919	0.01268701698
920	0.01267677779
921	0.01265050945
922	0.01263635214
923	0.01261311675
924	0.01259369559
925	0.01256626452
926	0.01255085872
927	0.01253683761
928	0.01251459104
929	0.01250062876
930	0.01248260282
931	0.01246408086
932	0.0124490135
933	0.01242829041
934	0.01240112354
935	0.01238007543
936	0.01237169562
937	0.01235671278
938	0.01234411404
939	0.01232443963
940	0.01231121106
941	0.01228984534
942	0.01226303108
943	0.01223679174
944	0.0122197561
945	0.01220916114
946	0.01219952729
947	0.01217415696
948	0.01215467657
949	0.01214144823
950	0.01212629575
951	0.01210936494
952	0.01208640724
953	0.01206906586
954	0.01204287574
955	0.01203300667
956	0.01201100856
957	0.01199094692
958	0.01197479655
959	0.01196471967
960	0.01193350139
961	0.01191121141
962	0.01188539502
963	0.01186952145
964	0.01185200709
965	0.01183242326
966	0.01182244678
967	0.01179668879
968	0.01178438563
969	0.01176907844
970	0.01175371785
971	0.01174330911
972	0.01172526198
973	0.01171135278
974	0.01169532111
975	0.01168617397
976	0.01167760308
977	0.01164723706
978	0.01163914744
979	0.01161708913
980	0.01161301116
981	0.01158772684
982	0.0115781249
983	0.01155959897
984	0.01153768417
985	0.01152783216
986	0.01151984069
987	0.01150132802
988	0.01149296592
989	0.01148331602
990	0.01146534463
991	0.01145330871
992	0.01143756194
993	0.01141559549
994	0.01139348179
995	0.01137864196
996	0.01136396332
997	0.01135411438
998	0.01133515537
999	0.01131835194
